"teks","label"
"USER USER Seharusnya Ulama itu bersifat spt Gus Mus.Andaikan ulama sekarang ini sifatnys spt GusMus,negara dan rakyat ini akan tenang.Tausyiah dan kata2nya sangat beradab dan mendinginkan suasana tidak mengadu domba sesama muslim dgn prin","no"
"Hai saya hampir mati dalam jamban kerana tergelincir hm","no"
"USER USER USER USER Jadi kata kafir itu jg bukan kata yg diobral begitu saja.Juga bukan utk ditutup tutupi.Mmg kejahatan tetaplah kejahatan,bukan salah agamanya,sukunya,warna kulitnya,profesinya...pribadi orangnya","no"
"Sudah menjadi orang kristen yang lama, tidak menjamin bahwa kita telah dewasa rohani hendaknya kita tidak membanggakan diri.","no"
"Memang Jabar terbaik. Mudah2an meningkatkan ekonomi masyarakat disekitarnya #CongratulationsGeoparkCiletuh #Congrats","no"
"RT USER: ABG generasi micin udah hapal kalo gesekan kontol dimeki itu nikmat. URL","no"
"USER hehe kampungan ya bah yg suka banding2in rezim :)))","no"
"SPM STRAIGHT AS PLUS BM A+ BI A+ MM A+ AGAMA A+ SEJARAH A+ ADDMATH A+ KIMIA A+ FIZIK A+ PKEE/PKA/PKM/PKU A+ LK/AKAUN A+ . . AAMIIN �???","no"
"USER USER Rupanya ditanggapi laen oleh pihak mesjid sangking setujunya, speaker TOA dipindahin ke dalam.....yasalam modar semua kuping jemaah khe khe khe","no"
"Random thoughts malam ini lanjut ke kontroversi keberadaan yang nggak kelihatan. Inspirasinya dari misa arwah yang kerap kali diadakan di Gereja Katolik. Kenapa arwah harus didoakan? Dimana mereka? Ini topik diskusi yang sering gw obrolin sama my dearly","no"
"Pantesan ramenya kek silit. Form baru J. Ultah sindut. Ampun dah","no"
"USER Padahal buaya ngga ada bulu     ","no"
"1. Meriah! Acara temu masyarakat Indonesia dgn Gubernur USER di KJRI Istanbul. Khususnya kpd para pelajar, Bapak Gubernur berpesan agar membangun jaringan dahulu sblm kembali ke Indonesia USER","no"
"Bank rumah boleh direalisasi","no"
"aaaa siap siap jadi Koorwil dpc Pondok Cina nih :)) #Smashblast #Bismaniac #SMASHISBACK","no"
"Babi betul meeting sampai 4jam sakit pinggang aku    ","no"
"USER Pak USER perlu dijaga agar Tokoh Islam tak panik & perlu pendampingan agar dpt mnerima kenyataan","no"
"RT USER: digilir dua kontol besar URL","no"
"USER bocil demen banget pisang nanti lama lama jadi monyet mau?","no"
"Bodo ad sinyalnya eek gue donlot aja ntar","no"
"USER Oiya saya inget nih anda yang selingkuh pake acara ngewe ngewe itu kan?","no"
"ketika potong rambut malah kependekan dan culun.","no"
"9. Kita harus punya impian bersama, Impian Indonesia yang memberi kekuatan untuk kita berjuang","no"
"USER mama aku islam papa aku kristen aku krislam hehe kelar perkara","no"
"Dia bilang, Hidup ini tak selalu melihat ke atas. Ada kalanya perlu menunduk, melihat ke bawah. Bersyukurlah kau masih hidup tanpa cacat dan bisa melihat. Kau hanya tak ingat memori masa kecilmu. Ku juga begitu. Tak ada yang salah. Tak ada yang aneh...","no"
"kenapa byk orang **** buta IT smh                  ","no"
"Ya. Bagiku ketika aku melihat seseorang mabuk karena minuman keras, bisa menjadi sebuah pelajaran. Contohnya setelah melihat si Syamsudin.  Oh, aku gak boleh mabuk seperti itu. Biar gak jadi goblog begitu kukira.","no"
"Tidak peduli apakah kucing itu berwarna hitam atau putih, yang penting bisa menangkap tikus. Deng Xiaoping (1904-1997), pemimpin Partai Komunis China ","no"
"USER USER Begitu pula kristen, teman saya banyak yg dari GKJW. Penerapan dalam kehidupannya pun berbeda dengan kristen yg ada di indonesia daerah lain. Jadi menurut saya, kultur budaya nusantara yg beragam tsb mampu berkolaborasi dgn agama/k","no"
"USER #PKSbersamaULAMA mencegah bangsa dr penjajahan aseng dan asing","no"
"USER wkwkwkw akhirnya antek Amerika ini pasang badan juga, krn 51% saham Freeport dikuasai Indonesia !","no"
"USER USER USER Pengin gubernur baru","no"
"BANGSAD GUA DAH NYELEM AMPE BAWAH2 BALIK LGI KE ATAS!1!","no"
"USER Ada WNI Keturunan Arab yg justru berjuang tuk NKRI,semisal Raden Saleh Pahlawan Nasional,Habib Abubakar aktif dlm pergerakan Islam,AR Baswedan kakek Anies Baswedan anggota Badan Penyelidik Usaha Persiapan Kemerdekaan RI Marie Muhammad eks Ke","no"
"USER petasan udh mainstream, gua main bom panci ae dah, meledaknya dahsyat","no"
"di masa rezim jokowi aku bisa twoshoot sama yona 2 kali","no"
"USER Kristen stewart, seingetku :(  Salah satu idolku jaman 2013 mungkin, sdh lupa ehhe","no"
"Masalahnya, destinasi piknik gue kejauhan: Gereja Katolik. Why? Krn walaupun gua bacot, gua suka kekhidmatan dan keteraturan *tsah. Dulu gue jg sekolah di SD katolik gt dan ikut bina iman (?), jadi gue mudeng. Ibadahnya jg gakelamaan, jd cocok sama jad","no"
"memang msh noob, sedih))","no"
"USER aku gakuat karna jijik makanya ku cepetin      berasa kita yg dikejar2 yaaa sampe mau napas aja jadi sungkan wkwkwk","no"
"USER Ya ampun gue bersyukur banget punya onta perhatian banget.  Udah kan?","no"
"USER USER USER USER Saya terpaksa berkata keras krn beliau tdk menelaah suatu masalah sebelum berkicau. Saya org Jawa Timur. Paham betul apa yg baik bagi daerah saya. Jika beliau memaksakan org utk bertakbir, maka gelar Gus Du","no"
"Buka twitter lagi demi informasi, karena denger-denger ada benda mencurigakan yang diduga bom ditemukan di Barel UI. Stay save kang warteg enak, kang cilung, anak kost &amp warga sekitar Barel..","no"
"Mngkin sya bkan org baik,dan sya tidak perlu di anggap baik.paling tdk sya tdk munafik dgn berpurabaik.karena yg terpenting sya bisa berbuat baik","no"
"USER lah gue ampe dikatain kampang, ya gue mah anggep bercandaan aja","no"
"Siapa yg bisa masukin ke google web/blogger/forum/situs dewasa aku kasih bonus  #jablay #abg #lonte #bispak #bugil #naked #toge #puting #jilboob #binal #bisyar #ayamkampus #tantegirang #ngewe #ngentot #porn #naked #bigtits #PascolMania #cocktribute #c","no"
"USER Kapir! Kelar sudah     ","no"
"kenapa sih setiap jam2 tengah malem selalu laperrrr, gatau apa ini badan udh segede apann klo masih ada alm nyokap abis kali gua di ocehinn punya badan gembrot kyak gini hmmmmmmmmmm","no"
"USER Itu artinya aku yahudi","no"
"USER yoongi, soalnya temen bilang kalo gue senyum suka sampe keliatan gusi trs sipit gt","no"
"USER Buaya nye ga gede2 dah","no"
"USER Mantep kamu nyoo, keterima sitip ini..","no"
"Lagi liburan di kampung halaman.  Ekspektasi: - Nongkrong sama temen - Jalan-jalan - Main di pantai dll.  Realita: - Ganti taplak meja - Ganti seprei - Ganti seng bocor - Ganti kepribadian","no"
"USER USER Isi suratnya kaya lagi nitipin nisa ke ybs, nyebutin semua kebiasaannya, apa yg dia suka dan ga suka, minta supaya dijagain.. Edan sakit banget                     ","no"
"USER Ingat ya bapak ibu klo ga ada perbedaan di dunia ini semua mau di sama in ...aneh ga coba simak dulu...itu bagaikan masakan tanpa garam...istlhnya Di dunia pria semua .bagus ga atau cewek smua bagus kga..atau kristen smua atau islam smua ...","no"
"USER Yu...mari kita songsong presiden baru ditahun 2019","no"
"Calon Gubernur Bali nomor urut 2 Ida Bagus� Rai� Dharmawijaya� Mantramengisi jadwal kampanyenya dengan menggelar simakrama di sejumlah titik di Tabanan pada Senin (16/4/2018). #mantrakerta","no"
"jablay bgt ga sih gua dijualin","no"
"USER Astaghfirullah ingak elok la tu tuduh orang kafir","no"
"USER Saya tak bicara agama tapi ajaran SESAT yang MENYEBABKAN banyak KORBAN, OK","no"
"USER sedih gw baca komenannya nyalahin army taunya akun bodong. kampret dah.","no"
"terlalu fanatik itu sama kayak jatuh cinta loh, bikin buta, tuli, dan bisu.","no"
"USER USER USER USER Fiksi itu bersifat imajiner atau naratif  Dlm Fiksi/imajinasi tak ada hukumnya Wajib Percaya, jd blh percaya blh tidak sesuai narasi pemikiran masing2 orang.  Dlm Agama hukumnya wajib percaya pd Firman","no"
"USER USER MSNAKDNSKDNSKDNDJFN MUITO BOM","no"
"USER Remukan rengginang cocot ah","no"
"USER USER Ewe ewe berhadiah","no"
"Program18: Melindungi sepenuhnya seluruh produk warisan budaya / ekspresi budaya tradisional dan hak cipta para seniman. USER #Asyikm3nang #Asyikm3nang","no"
"USER Asperger ato nggak, autis ato nggak pokoknya seberapapun beda seseorang dgn yg lain bukan jd pasal untuk dibully....beda itu indah","no"
"Jatim anti berita Hoax Pilkada Damai","no"
"USER Burik. Iya yg gitu burik panuan kutuan jamuran. Hah emang rang ajar.","no"
"USER Mu melayu ke yahudi kak ? HAHAH","no"
"HAHAHAH cacat banget sih baca2in chat di facebook. Cringey bikin nagih :(","no"
"Jika mau NTT maju, maka mari perkataan dahulu ekonomi perempuan dan pemuda di desa. - Emi Nomleni || Calon Wakil Gubernur NTT 2018-2023.  #Marhaen #MarianusEmi #NTT2MarianusEmi #MSEmiforNTT #Salam2Jari #PDIPerjuangan","no"
"Kalau bukan negara beragama.ya hapus sila pertama pancasila.memangnya kristen,budha,hindu,Islam dan lain-lain...","no"
"USER USER Yang gambarnya monyet dua ya?","no"
"USER USER USER USER USER USER USER Denger2 di Morowali sono lgi buka loker sbnyk kl 8000 pkrja, tpi isu yg beredar mngtkan bhwa pkrja yg bkal dterima cuma 2000an... inikah penyebabnya ??? (Kndari adlah","no"
"USER sering. kepedean bgt emang gue ya najis.","no"
"Melihat tekanan semakin kuat kepada para oposisi, tak tertutup kemungkinan di detik detik terakhir rakyat akan dikejutkan beberapa tokoh nasional dan partai yg berseberangan dgn rezim akan merubah haluan dan berbaris rapi ditangga Istana.  #NyariMakan","no"
".Jatim Anti Hoax. Anti ujaran kebencian dan SARA serta mendukung Pilkada Damai dari Kary Pt Wk di Tow Benowo Surabaya.","no"
"/rlt/ saran dong. aku dpt tugas dr dosen ttg toleransi beragama dalam pilkada menurut kitab suci. bantuin guys?:(...","no"
"USER hai rl ku kristen, boleh nih //","no"
"USER APA HUHUNGANNYA BEGO SM LESBI ANJIR","no"
"Tidak tertarik dengan wawancara itu. Menyimak wawancara itu bisa berakibat buruk bagi kesehatan.","no"
"Calon gubernur Jawa Tengah nomor urut 1, USER, mempertanyakan program unggulan rivalnya, USER, terkait pembukaan lapangan kerja sebanyak 5 juta dalam 5 tahun. Menurut Ganjar, di tengah situasi ekonomi saat ini, kemungkinan membuka lapang","no"
"USER aku bom sampe 200 nih","no"
"paling gemes sih sama yang dudukin bangku prioritas tapi lansia bukan, hamil atau bawa anak ngga, cacat apalagi.","no"
"USER USER USER Yg dibahas penangkapan ikan menggunakan potas/racun dan sampah plastik kok bahas tugas TNI AL?","no"
"USER Slga mnr bom     ","no"
"USER HUTANG diganti dg bhs yg halus GOTONG ROYONG. Bnr2 NALAR WARAS rakyat Indonesia sdng DIUJI di rezim ini... #LULUS naik KELAS","no"
"USER Padahal petugas imigrasi luar negeri pada umumnya ya biasa aja. Mungkin di beberapa negara ada pemeriksaan mendalam karena dulunya memang paspor untuk tki, namun selama Kita punya bukti yg jelas sbg turis knp harus takut?  Ke Korea Selatan b","no"
"Emil Dardak Pemimpin Milenial Calon Wakil Gubernur Jawa Timur","no"
"USER Harga yahudi             ","no"
"Gak papa kang yg penting pak abu nya masih iman dan tobat pasti di ampuni Allah swt ...�???�???�???","no"
"Islam yg rahmatan lil alamin, Kristen yang cinta kasih, Hindu Budha Konghucu yang penuh kedamaian. Semua agama ajarkan kebaikan #PraKhotbah","no"
"Kangen smasa. Bajingan :(","no"
"Massa Tuntut Kejaksaan Tuntaskan Kasus Dugaan Korupsi PKK Dairi -","no"
"USER Jangan karena baju, minyak, beras sedikit hilang hidup yg sesungguhnya #2019GantiPresiden","no"
"#informasiunik #ntb &gt Enam bahasa resmi PBB adalah: Inggris, Perancis, Arab, Cina, Rusia dan Spanyol.","no"
"aduhh kenapa parte besar masih didominasi orang2 tidak paham ekonomi ya trus kalo begini, jika memerintah bagaimana mereka bisa mengelola keuangan negara ??","no"
"Melepaskan orang yg kamu cintai jauh lebih sulit dibanding menerima cinta yg baru yg asing bagi hatimu.ipadnews","no"
"Dody sebelumnya menjabat sebagai Asisten Gubernur Kepala Departemen Kebijakan Ekonomi dan�?�","no"
"USER Kalo dia mah banyak yang mau bloon","no"
"USER USER Maaf salah Pak. Kroasia mayoritas Katolik.","no"
"Miras Oplosan, Pelarian Warga Akibat Masalah Ekonomi: Sosiolog UI Paulus Wirutomo menyebut�?�","no"
"Kalau nak jadi:- Pakar Ekonomi.. Masuk JASA Pakar Perundangan.. Masuk JASA Pakar Percukaian.. Masuk JASA Pakar Strategi Komunikasi.. Masuk JASA Pakar Polisi Antarabangsa.. Masuk JASA Pakar Psikologi.. Masuk JASA Universiti JASA untuk semua! Kelayak","no"
"gerakan komunis telah memberikan dampak yang cukup besar bagi jalannya perpolitikan di dunia, termasuk di Indonesia","no"
"USER Setahu saya prambanan adalah candi hindu. (kelompok candi dieng, candi ungaran gedong songo dll). Borobudur adalah candi budha (kelompok sewu kalasan mendut dll).","no"
"Emang ada hukum kristen? Setau gw sih cuma ada 10 perintah Allah, dan gak ada hukuman bagi pelanggar dari pemuka agama yg berwenang...","no"
"RT USER: Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina: Kampungan, Norak URL","no"
"masuk atm ngelihat ada kondom jatuh entah milik siapa, mungkin si empunya buru2 udah ngempet eue tapi lupa gak bawa uang ehe ~ #RealBO #RealAVA","no"
"USER Kek sipit     ","no"
"USER Tu yang saya katakan sejak dulu lagi kita tak takut dgn cina atau parti Dap tapi kita bimbang fahaman yang dibawa oleh mereka....","no"
"USER USER Naila kita jarang interaksi eh kamunya dah uv :( si mata sipit bukan sih ? Wkwk","no"
"USER Hahaha mcm babi ayat, pandai tak berotak","no"
"UMAT HINDU SAMPAIKAN SELAMAT ULANG TAHUN KEPADA PRESIDEN� SOEHARTO","no"
"USER sedih ik mba cit, pak bani gmn ya, beliau kan selalu ngasi target NEM tiap taun naik......","no"
"RT USER: Saat kesabaran diuji. Tp dia nya tetep kaya babi","no"
"Mendebat istilah Islam Nusantara nanti saya bisa dituding pro khilafah, HTI, atau ISIS. Sebaliknya mendukung Islam Nusantara saya bisa dicap antek-antek JIL, pro Yahudi, bidah dan sesat. Ya sudahlah saya cukup deklarasi bahwa saya orang Indonesia dan be","no"
"USER USER Karena sebutan rumah Presiden adalah istana, maka bnyak calon *raja2* ingin berkuasa dgn berbagai cara dgn cara mengorbankan rakyat dan negara yg diobok2 aturan hidup bernegara. Harus diganti sebutan Istana menjadi Rumah Rakyat..","no"
"USER - Pertumbuhan Ekonomi Indonesia Luartal-I 2018","no"
"Pertumbuhan Ekonomi Indonesia Luartal-I 2018","no"
"USER Panas perut dah ni kak maya. Satgi jamban baru durian ja hahahahaha","no"
"Gus Ipul diusung PDIP didukung oleh koalisi yg ada Gerindra dan PKS nya. Tim Ipul tidak ada yg nyerang mbak Khofifah dg ujaran kebencian. Juga sebaliknya, tim Khofifah didukung Golkar dan Nasdem, juga tanpa ujaran kebencian ke Ipul. Damai kan ? Ayem kan","no"
"USER Jaman P USER PBB gratis Yg di anggap Aseng tapi trnyata lebih peduli dg rakyat kecil/pribumi...","no"
"USER USER USER               followers saya hanya 2, itu juga salah satunya saya paksa.. tp saya bukan tuyul lho... emang lebih seneng baca aja daripada nulis..","no"
"Bal balan digabung neng agama yo ngene ki","no"
"Saya SS fitnah anda !","no"
"USER Digempur isu SARA , isu PKI dan berbagai fitnah lainnya, tapi Jokowi masih tetap kokoh berdiri, cinta dan dukungan rakyat yg tulus yg membuat beliau kuat..    ","no"
"USER Jadi ingat iblis ketika manusia diciptakan SM Allah.","no"
"USER USER Berenti y ewe, dunia tidak selucu itu","no"
"�???PAGELARAN BUDAYA MINANGKABAU 2018�??? . . Event Terspektakuler dan Terbesar yang dinantikan�?�","no"
"Menyoal wacana Pilkada Tidak Langsung Ilustrasi: Pekerja memasang alat peraga kampanye (APK) dua paslon peserta Pilkada Padang 2018 yang disediakan KPU, di Ulakkarang, Padang, Sumatera Barat, Senin (26/3). Pemerintah bersama DPR menggulirkan wacana revi�?�","no"
"RT USER: Wa:+6281294490616 Ig:fanyaclarisha  Gak sabar pengen di entot sama kontol bule perkasa ini. Enak bgt di entot sama konto   ","no"
"USER Dah pernah naik onta ?","no"
"So far tantangan nya sih ya musti sehat ya bolak balik sana sini ngurus dokumen. Karena semuanya harus terprepare sangat matang! Dan jadi pengalaman juga gimana serunya TKI kek gue susah payah antri, macet, dll.","no"
"Aileen Biru, ia dilahirkan di sebuah kota besar yang mewah, itu saat ayah dan bundanya sedang melakukan World Tour, tapi tidak disangka, bundanya malah melahirkan Aileen disana.  Aileen lahir pada tanggal 10 Mei 2000, di pagi buta, dengan berat 2.4 kil","no"
"RT USER: SKANDAL majikan dan PEMBOKAT.. memeknya masi rapet #bahancoli #ngewe #ngentot #memek #pembokat URL","no"
"Xenoglossophobia adalah fobia atau ketakutan akan bahasa asing.","no"
"Hadeeeh, sebaik2nya menyembunyikan bangkai pda akhirnya akan ke cium jga baunya!          ~ ku gak ikut2an ah ~","no"
"Sejak thn 80an lg majlis fatwa kebangsaan telah menetapkan umat Islam haram terbabit dlm program zionis termasuklah kelab2 Rotary, Lion dsbnya","no"
"USER USER Jadilah inspirasi bagi generasi milenial. Generasi muda anak bangsa bahwa tidak ada yang tidak mungkin jika ada kemauan dan fokus. Tetaplah bersahaja dan hati2 dengan berbagai ujian harta dan tahta. Jika tdk waspada akan jadi","no"
"USER USER Diam kamu!    maunggg Aku kan terpanggil gara gara lingserwengi - me as kunti","no"
"Siapa Pasangan Calon Gubernur dan Wakil Gubernur pilihan anda dalam Debat Terbuka Pilgub Jateng 2018 malam ini?","no"
"�??Barangsiapa membunuh seorang mu�??ahid (kafir yang mendapatkan jaminan keamanan) tanpa alasan yang haq, maka ia tidak akan mencium wangi surga, bahkan dari jarak empat puluh tahun perjalanan sekali pun�??. (HR. Ahmad)#khilafahajaranislam #returnthekhilafah","no"
"USER Oiyaaa yaa     apa tadi namanya tapon?? Kek ga asing sih itu nama haha..  Uda sbar bgt ini :)","no"
"   Tomohon juga merupakan pusat pembelajaran agama Kristen dan Katolik. Ada tempat khusus untuk berdoa dan meditasi yang disebut Bukit Kasih, sebuah tempat suci yang indah dan tenang.     #TomohonInternationalFlowerFestival","no"
"Hinaan dari satu orang saja sudah bisa membuatmu lemah dalam perasaan hina. Apakah engkau selemah itu?","no"
"Menanggapi cuitan USER di Indonesia Presiden Jokowi diejek antek asing &amp aseng. Sementara diluar dia malah dikagumi krn sikap tegas &amp beraninya thd klaim RRC diLaut China Selatan. Apalagi ketika negara Asia Tenggara lain pd manut dgn kl","no"
"Kemudian ulangi pandangan(mu) sekali lagi (dan) sekali lagi, niscaya pandanganmu akan kembali kepadamu tanpa menemukan cacat dan ia (pandanganmu) dalam keadaan letih.","no"
"USER Tatapannya dialihkan ke arah lain, enggan menatap pria mencurigakan itu. Lagipula, siapa yang pertama kali membuat gaduh suasana? Jika Angie tidak menemukan ada seorang pria asing yang tidur di sofanya, kejadian seperti ini tidak akan terjadi.","no"
"Para politisi yg selalu menilai negatif terhadap rezim ini sebenarnya wajar... tapi lebih wajar jika ada solusi..supaya balans...","no"
"USER Wkwk jahat mah edan","no"
"USER USER Silit cok","no"
"Bukti kerja nyata Presiden Jokowi untuk Indonesia. Satu Lagi Bandara di Era Jokowi #HayuKaKertajati","no"
"Ya, terserah lo aja. Balasnya kembali fokus kepada kerjaan kita.  Kami mengerjakan tugas project Seni Budaya hanya dalam 2 hari, setelahnya langsung dikumpul dan dipresentasikan. Bersyukur nilainya memuaskan.  Setelah kejadian project itu kami makin","no"
"USER Ya jangan pukul rata kalo fwb itu cuma buat muasin nafsu, lol. Bedain yang mana jablay yang mana fw","no"
"USER Gampang kak, u buka hp, buka browser, ketik budaya palembang  Silahkan menikmati pembelajaran denngan gratis:)))","no"
"USER Daripada ikut Pilkada yang udah pasti gak menang mending voting nama bapak di polling saya aja pak, kali aja beneran jadi pelatih timnas.","no"
"USER USER USER Ditambah gaji yg fantastis. Bisa saja dia ke Liga Cina misalnya, cm apa artinya menaklukan liga cina buat dia? Serie A salah satu liga terbaik. Jadi pilihan cerdas mnrtku.","no"
"ini saya setuju, makanya dukung presiden yang sudah berupaya mengurangi kekuasaan asing, mengurangi ekspor mentah, mengganti kontrak yang merugikan Indonesia","no"
"USER mm kalau dipercayain sama org lain sering noob     ","no"
"Ga ngerti gua nikmatnya dimana orang orang yang sengaja ikut desak desakan diangkutan umum demi nyenggol bokong doang.","no"
"USER Ada gak selama ini kasus mobil yg sedang parkir, kondisi mesin mati, lalu bisa terbakar. Ini bisa bahaya jika mobil diparkir dlm garasi rumah, bisa penyebab kebakaran. Tapi kasus itu tdk pernah terjadi kecuali kasus mobil neno warisman. Past","no"
"Budaya meminta2 kat social media ni macam melampau2 pulak lately.","no"
"Pengacara Setya Novanto �??Ngotot�?? Pemanggilan Kliennya Harus Seizin Presiden","no"
"Jenis pisang varietas baru ?","no"
"Jembatan Tuban yang Ambruk Diresmikan Presiden Soeharto Tahun 1980","no"
"#TerangiNegeri dengan budaya , yuk pada visit ke purwokerto ,mumpung Ada even rakyat. . #purwokerto #extravaganzabanyumas","no"
"RT USER: Dear Bapak USER   Selamat malam Kmi acungkan jempol tuk Bpk serta jajaran Kabinet yg terus sibuk kerja,kerja dan kerja dg   ","no"
"USER Critical Eleven, Posesif, Habibie &amp Ainun, Laskar Pelangi, Marlina si Pembunuh Dalam Empat Babak, Sekala Niskala, My Idiot Brother, film-filmnya Ernest juga kocak tuh wajib ditonton","no"
"maka didirikan banyak badan ekstra konstitusional seperti Front Nasional yang digunakan oleh PKI sebagai wadah kegiatan politik.","no"
"USER Betul prof. Kalau Katolik Indonesia induknya KWI kalau Kristen Indonesia induknya PGI anggotanya ada Kristen Jawa, Protestan, HKBP, Maranata dll.","no"
"Hidup ini kadang di atas dan kadang di bawah. kadang ayam nginjak tai kita, kadang kita nginjak tai ayam.","no"
"USER USER Segerombolan onta yg ngaku membela umat tapi itu semata2 demi kepentinga politik praktis.TGB jauh lebih demokratis dia mementingkan umat yg berpikiran modern.salut untukmu TGB","no"
"Pagi pagi sudah galau  Galau ke kampus ikut try out atau tidak  Nanti di tengah2 mencret kan ga lucu :(","no"
"USER Bang Mardani lagi2 ngeles....sangking tdk mau mengakui hasil kerja nyata JOKOWI.....knp itu diambil alih Jokowi karena proyeknya MANGKRAK ditangan gubernur AHER....Alhamdulillah ditangan pak Jokowi hanya butuh kurang lebih 2thn...# lanjut p","no"
"Tanda tangani petisi ini: Basuki Tjahja Purnama - Tahanan Nurani Kasus Penodaan Agama","no"
"USER gue ga level sama eue onlen","no"
"RT USER: USER artinya Banci nya randa","no"
"Dulu waktu kelulusan aku ga pernah coret-coret baju, cupu ya?     ","no"
"wong edan yo iso.ngerti ID Card barang leh ngasi disaut.... hahaha","no"
"USER USER USER USER Setan eh emang harusnya gk kelihatan anakku :3","no"
"USER ngewe napa","no"
"USER Dan bibirmu masih bilang negara dijual ke asing?  Segera ambil wudhu dik, nanti bisa gila.","no"
"edisi PILKADA JATENG","no"
"Sebenernya pacar gue itu 12 idiot :*","no"
"USER Aku pawanf monyet, aku pawangnya dia monyetnya","no"
"wkwkwk asu","no"
"Fuh..bila ada orang cadang nak tutup tahfiz. Maka berbondong-bondong la manusia melayu kutuk habis-habisan demi agama islam katanya.Tapi aku tengok rupa yang melalak macam yahudi lagi,siap buat live kat socmed yang dia tengah tunjuk langit kat zouk.Sola","no"
"USER Lagi pulang kampung doi ke Cina wkw","no"
"Syukur, selalu ada hal yang patut untuk disyukuri. Lihatlah dirimu dengan baik, jika sekarang ini engkau sedang berada di depan komputer, memegang smartphone, tanpa takut tiba-tiba ada bom atau rudal menghantam tempatmu, kaupun pantas bersyukur.","no"
"USER USER apaan babi","no"
"Apa cuma aku aja yg pgn taeyong di nct china jg hehe (jgn hujat aku please ini cm pendapat aja). Fansbase ty di china cukup gede dibandingkan member yg lain. Tp pgn ty istirahat jg, tp pgn liat ty terusss             \","no"
"USER USER Indonesia ini kan paling anti kalo ungkit2 pki tu kan masa, begitupun jga cari presiden janga ada kaitan buruk di masa dari masa lalu! #hanyaitusajasimpel  #indonesiabangkit2019","no"
"USER Kampret telat deh gua","no"
"USER USER kaget anjir mentab penuh kirain apa","no"
"Dari TKP ditemukan dokumen, disket, dan email yg menyebut keterlibatan banyak tokoh  Hendardi, Alex Widya Siregar, Sofyan Wanandi, Surya Paloh dll termasuk yayasan Prasetya Mulya (perkumpulan konglomerat Tionghoa)","no"
"USER USER Emang era Jokowi punya tim mawar? Emang era Jokowi culik aktivis? Emang era Jokowi ngebantai orang (seperti tragedi Tanjung Priok atau pembersihan PKI)? Gitu aja jawab dulu     ","no"
"USER Asu, aku ngakak :(","no"
"Sumpah gue puasa ini, selama 7 hari ini, kalo udah jam 4 sore langsung otak pentium 2. Lemot najis.  Meeting sampe di coel-coel karena gue bengong. Ditanya tadi sahur apa ngga hahahaha.","no"
"USER Presiden Threshold adalah upaya rezim untuk mempertahankan kekuasaannya yg cenderung otoriter","no"
"cewe itu gak selama nya bisa sabar ngadepin kelakukan bajingan laki-laki","no"
"Kreatifitas masyarakat Desa Berdaya USER itu tiada batas, dan mampu meningkatkan prekonomian serta menghidupkan roda ekonomi mikro di desa. salam berdaya dari Desa Sengon,Prambanan. #SharingHappiness","no"
"Agak sedih sih vavang tampan mata sipit resign, cuman rada seneng juga jadi enggak ada yg vau vau tak menyenangkan hinggap di hidung ini","no"
"USER Politik butuh orang beragama, tapi bukan agama dipolotikan kayak kamu jul eh koh eh tad...","no"
"USER USER USER USER USER USER USER Klo Katolik ama Kristen Reformis/Protestan, skrg justru lagi giat2nya bereukumene dlm rangka penyatuan kembali seluruh pengikut Kristus di bawah satu hierarki persis zaman r","no"
"Penolakan ini dilakukan lewat propanda ideologis dgn menyatakan bhw semua manusia adalah sama di hdapan Tuhan baik doi memakai jubah pendeta maupun tidak. Perlawanan ideologis terhadap dominasi spiritual Gereja Katholik ini mencapai puncaknya pd era Refo","no"
"USER AHAHAHAHAHA CAPEK.  Gua kira video 13 detik dia beneran ngomong, kampret.","no"
"USER Wkwkwk masa burung kenari mau dipake buat dokumentasi burung hantu harusnya atau burung onta","no"
"Ga henti2nya ngebayangin 15 menit nanti mo cocot apa nih yak udh gitu kan w orgnya not easy to talk nah ini suruh bercocot 15 menit gabole kurang kan ga mungkin w cuma bilang hm hm hm doang(","no"
"Yg menghina org tua, apalagi ulama ya ngga kenal agama..","no"
"USER Ya bukan di italy aja, di institusi agama kristen dikebanyakan neg maju, mereka hampir sama dg peran peran volunteerism dan foundation, lagian agama di Indonesia dan tokohnya hanya dipake untuk ritual lima tahunan aja, kan jadi mereduksi makna","no"
"USER Umpannya pake apaan tu biar mancing dpt buaya?","no"
"USER USER USER Makkah dahulu negara merdeka. Pemimpin org2 kafir quraisyh. Juga wilayah2 lain spt tabuk, khaibar, hunain, taif...maka dilakukan penaklukan atasnya...","no"
"USER ISLAM pake huruf gede semua. Wow. Tenang kami tidak buta mata, tidak buta hati dan tidak hilang nurani. Kau boleh memilih semaumu. Jadi aku pun boleh memilih semauku. Adilkan? Kecuali kau tidak mengerti makna keadilan.","no"
"org yg dlm jail nak jadi islam. solat semua. kita yang islam ni. bila plk? kita dah tentu islam. angkat ganja, tak solat, badan tattoo, minum, gi club. tunggu masuk prison baru nak ubah ke??","no"
"Memang cerita A Quiet Place ni semua bisu tak boleh bercakap eh ? Tak expect pon mcm ni     ","no"
"jadi, di #fwg2018 akan ada banyak sekali pertunjukan seni budaya yang banyak sekali, dan akan ada artis yang mendatangi event ini ##fwg2018","no"
